id,version,address,bathroom,bedroom,city,finished_sq_ft,last_sold_date,last_sold_price,latitude,longitude,lot_size_sq_ft,state,tax_assesment,tax_assesment_year,total_room,use_code,year_built,zest_amt,zest_high,zest_low,zest_percentile,zest_value_change,zipcode,zpid
1,0,"1428 Reeve St",1,1,"Santa Clara",11242,0,0,37.354152,-121.953297,11242,CA,881471,2012,0,Condominium,1958,1295159,1476481,1100885,0,-21217,95050,82959738
2,0,"1378 Reeve St",1,1,"Santa Clara",8700,0,0,37.354382,-121.952654,8700,CA,729311,2012,0,Condominium,1958,326835,552351,228785,0,-434,95050,82949770
3,0,"1358 Reeve St",1,1,"Santa Clara",8700,11/16/2012,2850000,37.354518,-121.952273,8700,CA,1142394,2012,0,MultiFamily2To4,1958,1366890,1612930,1189194,0,8971,95050,82962903
4,0,"1678 Monroe St",0,0,"Santa Clara",12780,10/28/2010,1280000,37.354701,-121.951997,12780,CA,1305600,2012,0,MultiFamily2To4,1972,1675676,1960541,1441081,0,4032,95050,82948700
5,0,"1704 Monroe St",1,1,"Santa Clara",0,0,0,37.355003,-121.952186,0,CA,0,0,0,MultiFamily2To4,1978,537556,634316,397791,0,0,95050,2109163108
6,0,"775 Bellomy St",1,1,"Santa Clara",8600,04/18/2011,2550000,37.346451,-121.938987,8600,CA,2601000,2012,0,Apartment,1958,0,0,0,0,0,95050,82955610
7,0,"1388 Dahlia Loop",3.5,3,"San Jose",2243,05/04/2007,832500,37.348926,-121.929532,2243,CA,612000,2012,7,SingleFamily,2006,778037,824719,739135,0,-553,95126,79841511
8,0,"1370 Dahlia Loop",2.5,3,"San Jose",1742,11/01/2011,545000,37.349015,-121.929292,1742,CA,545000,2012,6,SingleFamily,2006,696719,731555,654916,0,9819,95126,79843484
9,0,"4450 Bassett St",0,0,"Santa Clara",12500,0,0,37.396795,-121.960998,12500,CA,961468,2012,0,MultiFamily2To4,1954,2150236,2494274,1849203,0,7627,95054,82958113
10,0,"4440 Bassett St",0,0,"Santa Clara",12500,0,0,37.396652,-121.960911,12500,CA,977994,2012,0,MultiFamily2To4,1954,1744529,2110880,1360733,0,-8727,95054,82959949
11,0,"1866 Garzoni Pl",2.5,3,"Santa Clara",2614,02/23/2006,655000,37.397892,-121.958057,2614,CA,620000,2012,7,Townhouse,2005,847045,889397,787752,0,7284,95054,69300941
12,0,"1650 Hope Dr",1,1,"Santa Clara",0,0,0,37.39902,-121.95759,0,CA,0,0,0,Apartment,0,0,0,0,0,0,95054,2125635457
13,0,"3133 Cabrillo Ave",2,3,"Santa Clara",5252,02/03/2011,482000,37.359141,-121.982538,5252,CA,491525,2012,5,SingleFamily,1955,666066,719351,612781,0,3818,95051,19555135
14,0,"1726 Ravizza Ave",1,2,"Santa Clara",7500,0,0,37.353655,-121.972961,7500,CA,151901,2012,0,Townhouse,1954,557990,624949,507771,0,-4863,95051,19551774
15,0,"2448 Rockridge Way",1.5,3,"Santa Clara",1728,08/05/2004,467500,37.365816,-121.970623,1728,CA,412000,2011,5,Condominium,1972,604554,634782,568281,0,2970,95051,19553423
16,0,"991 Boranda Ave",0,0,"Mountain View",23217,0,0,37.383019,-122.081783,23217,CA,751380,2012,0,MultiFamily2To4,1960,2645785,3042653,2275375,0,131633,94040,82957559
17,0,"1005 Boranda Ave",0,0,"Mountain View",23072,0,0,37.382742,-122.08184,23072,CA,1308022,2012,0,MultiFamily2To4,1978,2368844,2605728,2155648,0,-9662,94040,82960286
18,0,"1021 Bonita Ave APT 1",1,2,"Mountain View",0,0,0,37.381553,-122.08036,0,CA,0,0,0,Apartment,0,0,0,0,0,0,94040,2117635728
19,0,"756 Calderon Ave",1,2,"Mountain View",7500,07/06/2011,620000,37.384507,-122.076653,7500,CA,620000,2012,5,SingleFamily,1948,924921,1082158,823180,0,-7232,94041,19515025
20,0,"753 Ehrhorn Ave",0,0,"Mountain View",14000,06/19/2008,1975000,37.383648,-122.077861,14000,CA,2065352,2012,0,MultiFamily2To4,1974,2237869,2595928,1969325,0,-7602,94041,82948610
21,0,"23 Mercy St",0,0,"Mountain View",95396,08/30/2013,5000000,37.386076,-122.069443,95396,CA,557761,2012,0,MultiFamily2To4,1960,5487289,8560171,4005721,0,-229080,94041,82957626
22,0,"210 Calderon Ave",1.5,1,"Mountain View",88427,12/09/1994,3975000,37.390697,-122.073007,88427,CA,5299726,2012,0,Apartment,1964,0,0,0,0,0,94041,82948599
23,0,"2001 Colony St",0,0,"Mountain View",18403,0,0,37.415485,-122.091214,18403,CA,200139,2012,0,MultiFamily2To4,1961,2651062,3048721,2332935,0,-6528,94043,82962785
24,0,"898 N Rengstorff Ave",0,0,"Mountain View",19312,0,0,37.417457,-122.093683,19312,CA,338685,2012,0,MultiFamily2To4,1963,2832033,3256838,2435548,0,29770,94043,82961079
25,0,"658 Sierra Vista Ave",1,1,"Mountain View",29700,09/30/2011,1990000,37.411295,-122.089291,29700,CA,1990000,2012,0,Apartment,1964,0,0,0,0,0,94043,82952332
26,0,"911 Chestnut St",1,1,"San Jose",0,0,0,37.345632,-121.916685,0,CA,0,0,0,Condominium,0,298074,357689,226536,0,1172,95110,2115753402
27,0,"935 Alegre Pl",4,3,"San Jose",871,01/10/2014,672000,37.347172,-121.926075,871,CA,445000,2012,7,Townhouse,2006,650225,708745,578700,0,14306,95126,82959217
28,0,"232 N 8th St",0,0,"San Jose",9660,06/22/2006,1220000,37.34326,-121.885352,9660,CA,1327353,2012,0,MultiFamily2To4,1954,1577732,1924833,1372627,0,-10168,95112,82956861
29,0,"179 N 9th St",0,0,"San Jose",4658,02/28/1994,170000,37.342628,-121.884324,4658,CA,230025,2012,0,Duplex,1898,504375,549769,458981,0,-2637,95112,19710465
30,0,"56 S 22nd St",0,0,"San Jose",7800,06/29/2004,727000,37.345071,-121.868216,7800,CA,469200,2012,0,Duplex,1923,787776,874431,685365,0,2709,95116,19710995
31,0,"952 S 11th St UNIT 331",2,2,"San Jose",1306,01/25/2013,360000,37.327587,-121.869777,1306,CA,249000,2012,6,Condominium,1996,399421,439363,359479,0,-2083,95112,19714008
32,0,"88 E San Fernando St",2,2,"San Jose",43560,0,0,37.334574,-121.888225,43560,CA,0,0,0,MultiFamily2To4,2008,638988,754006,523970,0,-3796,95113,2142963480
33,0,"81 Castlebridge Dr",1,1,"San Jose",1742,09/13/2013,195000,37.3562,-121.851225,1742,CA,72000,2012,3,MultiFamily2To4,1983,339630,366800,298874,0,9334,95116,19721273
34,0,"62 Castlecrest Dr",2,2,"San Jose",1742,02/01/2011,160000,37.35664,-121.85092,1742,CA,142000,2012,4,MultiFamily2To4,1983,222107,244318,186570,0,-6015,95116,19721253
35,0,"1972 Prince George Dr",2,2,"San Jose",1875,06/28/2011,145000,37.356354,-121.851755,1875,CA,142000,2012,5,Condominium,1983,267315,286027,248603,0,4767,95116,19721291
36,0,"1960 Prince George Dr",1,1,"San Jose",1742,10/19/2012,155000,37.35624,-121.85194,1742,CA,72000,2012,3,Townhouse,1983,331403,357915,298263,0,16614,95116,19721297
37,0,"4951 Cherry Ave",1,1,"San Jose",537095,03/01/2004,445500,37.256846,-121.88124,537095,CA,10830012,2012,0,Apartment,1977,0,0,0,0,0,95118,82958168
38,0,"6100 Monterey Hwy",1,1,"San Jose",438649,07/01/2008,56000000,37.239091,-121.77131,438649,CA,50835836,2012,0,Apartment,1999,0,0,0,0,0,95138,82959875
39,0,"317 Bromley Cross Dr",2,3,"San Jose",6000,09/30/2013,563000,37.222183,-121.785214,6000,CA,351000,2012,5,SingleFamily,1970,564461,598329,536238,0,2072,95119,19839389
40,0,"2175 Aborn Rd",1,1,"San Jose",275299,0,0,37.312959,-121.805875,275299,CA,29887700,2012,0,Apartment,1984,0,0,0,0,0,95121,82948264
41,0,"3333 Shadow Park Pl",2,3,"San Jose",435,09/30/2010,175000,37.30487,-121.81648,435,CA,178245,2012,6,MultiFamily2To4,1988,384392,426675,345953,0,7578,95121,19802838
42,0,"1295 Mclaughlin Ave",0,0,"San Jose",67954,0,0,37.329923,-121.85271,67954,CA,12403418,2012,0,MultiFamily2To4,2003,740174,836397,606943,0,-4499,95122,82948386
43,0,"1068 Summerplace Dr",1.5,1,"San Jose",435,06/17/2004,300000,37.32,-121.842739,435,CA,169000,2012,4,Condominium,1992,319109,335064,303154,0,-5808,95122,19717409
44,0,"1092 Indian Summer Ct # 14",2,2,"San Jose",435,11/14/2011,185000,37.319293,-121.841809,435,CA,185000,2012,4,Condominium,1985,315561,337650,290316,0,2806,95122,19717245
45,0,"2095 Lincoln Ave",1,2,"San Jose",18445,08/09/2004,3600000,37.29232,-121.890302,18445,CA,3975147,2012,0,Apartment,1960,0,0,0,0,0,95125,82957011
46,0,"1069 Hazelwood Ave",1,3,"San Jose",5824,02/27/2004,615000,37.295759,-121.890543,5824,CA,701804,2012,6,SingleFamily,1945,840572,916223,773326,0,5518,95125,19685793
47,0,"2388 Westgate Ave",3.5,5,"San Jose",7249,03/22/2010,1670000,37.285212,-121.89298,7249,CA,1393000,2012,15,SingleFamily,2008,1341312,1475443,1166941,0,110116,95125,19687164
48,0,"1259 Park Ave",1,1,"San Jose",26690,0,0,37.327398,-121.916681,26690,CA,2144408,2012,0,Condominium,1963,336280,447252,218582,0,-7229,95126,82960206
49,0,"1300 The Alameda",1,1,"San Jose",283709,0,0,37.333674,-121.911249,283709,CA,47999860,2012,0,Apartment,1999,0,0,0,0,0,95126,82961029
50,0,"1017 Keeble Ct",2.5,2,"San Jose",871,02/04/2003,484500,37.330785,-121.910406,871,CA,528000,2012,6,Townhouse,2002,552217,601917,502517,0,4695,95126,59683028
51,0,"470 Central Ave",1,1,Alameda,13370,0,0,37.77121,-122.282812,13370,CA,3662341,2013,103,MultiFamily2To4,1959,3649376,4050807,2883007,0,8523,94501,82846625
52,0,"544 Central Ave",1.5,1,Alameda,71617,0,0,37.770759,-122.280698,71617,CA,7100511,2013,0,Condominium,1966,7075376,8065929,5377286,0,16529,94501,82845807
53,0,"550 Central Ave",2,2,Alameda,70000,0,0,37.770746,-122.280193,70000,CA,5912045,2013,0,MultiFamily2To4,1966,5912044,6562369,4729635,0,0,94501,82850691
54,0,"564 Central Ave",1,1,Alameda,62655,03/04/2009,9650000,37.770715,-122.279725,62655,CA,10057404,2013,0,MultiFamily2To4,1977,2641692,3275698,1902018,0,-1362267,94501,87796772
55,0,"434 Central Ave",1,1,Alameda,46800,09/26/2007,7365000,37.770814,-122.28449,46800,CA,7420000,2013,178,MultiFamily2To4,1964,7371253,11056880,5012452,0,32060,94501,82845424
56,0,"2485 Shoreline Dr",1,1,Alameda,49000,08/22/1990,1000000,37.753796,-122.247528,49000,CA,3095950,2013,0,Apartment,1967,0,0,0,0,0,94501,82841773
57,0,"2465 Shoreline Dr",1,1,Alameda,81500,04/30/1999,10000000,37.754263,-122.247993,81500,CA,12663204,2013,0,Apartment,1968,0,0,0,0,0,94501,82851288
58,0,"14927 E Hills Dr",4,5,"San Jose",10890,07/14/2011,464000,37.374343,-121.811137,10890,CA,463900,2012,10,SingleFamily,1960,1049151,1196032,860304,0,14324,95127,19784404
59,0,"2720 Reno Dr",2.5,4,"San Jose",6098,12/17/1999,470000,37.337078,-121.789094,6098,CA,489454,2012,8,SingleFamily,1984,631660,669560,593760,0,3982,95148,19789560
60,0,"14440 Buckner Dr",1,3,"San Jose",218496960,01/28/2009,240000,37.362584,-121.815294,218496960,CA,248876,2012,5,SingleFamily,1954,352909,388200,314089,0,-223,95127,19783091
61,0,"3854 Madeline Dr APT 2",1,2,"San Jose",0,0,0,37.376691,-121.825388,0,CA,0,0,0,Condominium,0,259833,319595,218260,0,3030,95127,2111210362
62,0,"698 Teatree Ct",1,1,"San Jose",1306,08/23/2012,202000,37.315127,-121.939655,1306,CA,180000,2012,4,MultiFamily2To4,1988,489208,543021,435395,0,2789,95128,79843973
63,0,"544 Dudley Ave",1,1,"San Jose",14450,07/13/2012,3000000,37.317323,-121.946567,14450,CA,2189547,2012,0,Condominium,1956,3687532,5088794,2101893,0,16741,95128,82963392
64,0,"388 Santana Row",1,0,"San Jose",0,0,0,37.319718,-121.947703,0,CA,0,0,0,MultiFamily2To4,0,619539,693884,545194,0,27505,95128,2110790371
65,0,"5104 Rhonda Dr",2,3,"San Jose",5985,03/06/1984,152000,37.298929,-121.991028,5985,CA,420941,2012,6,SingleFamily,1959,965187,1032750,907276,0,3905,95129,19648426
66,0,"5275 Forest Creek Ct",2,3,"San Jose",9600,06/29/1989,367000,37.302725,-121.99496,9600,CA,548298,2012,7,SingleFamily,1961,1057073,1152210,961936,0,11050,95129,19649464
67,0,"1395 Saratoga Ave",0,0,"San Jose",111514,0,0,37.299051,-121.984926,111514,CA,14134076,2013,0,MultiFamily2To4,1969,1272024,1411947,1119381,0,-15040,95129,82962525
68,0,"4879 Pinemont Dr",2.5,4,Campbell,6800,12/16/1985,229000,37.269364,-121.986707,6800,CA,362656,2012,9,SingleFamily,1975,962568,1087702,895188,0,7709,95008,19662111
69,0,"4890 Hamilton Ave",0,0,"San Jose",23325,0,0,37.289872,-121.987201,23325,CA,1417940,2012,0,MultiFamily2To4,1961,2937275,3289748,2467311,0,-10176,95130,82951570
70,0,"4734 Hamilton Ave",0,0,"San Jose",12000,12/09/2011,1690000,37.291622,-121.985047,12000,CA,1690000,2012,0,MultiFamily2To4,1962,2193605,2500710,1842628,0,-7745,95130,82961734
71,0,"2700 Somerset Park Cir",1,1,"San Jose",1742,05/02/2006,303000,37.395548,-121.861718,1742,CA,150000,2012,4,Condominium,1988,284999,307799,265049,0,3353,95132,69303852
72,0,"1252 Sierra Village Pl",2.5,3,"San Jose",1584,10/20/2000,406000,37.393974,-121.858257,1584,CA,408000,2012,7,Townhouse,1984,626683,676818,589082,0,11477,95132,19774755
73,0,"750 N King Rd",1,1,"San Jose",374180,10/31/2013,38000000,37.368513,-121.869683,374180,CA,31946076,2012,0,MultiFamily2To4,1987,418678,460546,376810,0,-11904,95133,82949430
74,0,"1686 Salamoni Ct",2.5,3,"San Jose",1949,09/16/2005,626000,37.36917,-121.872068,1949,CA,501000,2012,8,SingleFamily,2005,585526,620658,550394,0,-1199,95133,69299487
75,0,"1133 Waterton Ln",1,1,"San Jose",1742,03/29/1999,165000,37.376163,-121.872325,1742,CA,205930,2012,5,Condominium,1979,309553,362177,241451,0,3078,95131,19566596
76,0,"648 Cedarville Ln",2.5,3,"San Jose",1409,10/02/2012,460000,37.376426,-121.851518,1409,CA,129466,2012,7,Townhouse,2008,604664,640944,574431,0,10927,95133,89473121
